site,area,city,district,state,region,lat,lon,ne_count
BWH,South,Kozhikode,Kozhikode,Kerala,South,11.239717,75.780691,1
KDM,Indirapuram,Ghaziabad,Ghaziabad,Uttar Pradesh,North,28.681601,77.451945,1
VSU,South,Anand,Anand,Gujarat,West,22.545811,72.928742,1
EJI,North,Mira-Bhayandar,Thane,Maharashtra,West,19.293339,72.870571,1
MPH,Danapur,Patna,Patna,Bihar,East,25.602195,85.123526,1
SWF,South,Puducherry,Puducherry,Puducherry,South,11.922417,79.808937,1
VAV,North,Agartala,West Tripura,Tripura,Northeast,23.830967,91.301038,1
XDV,North,Siliguri,Darjeeling,West Bengal,East,26.728524,88.409874,1
DCG,North,Bhilai,Durg,Chhattisgarh,Central,21.192207,81.366932,1
WEI,Thillai Nagar,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,South,10.774403,78.704265,1
GFT,Central,Warangal,Warangal Urban,Telangana,South,17.978817,79.593448,1
MCF,North,Gaya,Gaya,Bihar,East,24.792876,85.014733,1
AWP,Argora,Ranchi,Ranchi,Jharkhand,East,23.353311,85.293731,1
MGR,North,Panaji,North Goa,Goa,West,15.492418,73.840592,1
GIN,Sathuvachari,Vellore,Vellore,Tamil Nadu,South,12.928156,79.132515,1
HAY,North,Mathura,Mathura,Uttar Pradesh,North,27.492312,77.688828,1
ALS,Central,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.175798,80.302744,1
PMT,East,Satara,Satara,Maharashtra,West,17.680438,74.006198,1
NUK,East,Mathura,Mathura,Uttar Pradesh,North,27.490706,77.662945,1
SBF,Frazer Road,Patna,Patna,Bihar,East,25.583472,85.13803,1
LGA,Wagle Estate,Thane,Thane,Maharashtra,West,19.228046,72.962132,1
PUB,Alkapuri,Vadodara,Vadodara,Gujarat,West,22.316864,73.17977,1
XRA,Central,Bilaspur,Bilaspur,Chhattisgarh,Central,22.091593,82.140252,1
NHD,MG Road,Gurgaon,Gurugram,Haryana,North,28.447071,77.026681,1
LEW,Manjalpur,Vadodara,Vadodara,Gujarat,West,22.318047,73.164245,1
RYN,East,Guntur,Guntur,Andhra Pradesh,South,16.307188,80.424925,1
OCM,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530645,87.312008,1
HRG,Borivali,Mumbai,Mumbai,Maharashtra,West,19.058688,72.879395,1
TRR,North,Panipat,Panipat,Haryana,North,29.392246,76.978053,1
FNO,East,Cuttack,Cuttack,Odisha,East,20.46278,85.870433,1
WXS,North,Raipur,Raipur,Chhattisgarh,Central,21.253935,81.642197,1
WMK,East,Udaipur,Udaipur,Rajasthan,North,24.585923,73.699716,1
XFK,North,Akbarpur,Ambedkar Nagar,Uttar Pradesh,North,26.430079,82.551403,1
FHK,North,Udaipur,Udaipur,Rajasthan,North,24.584822,73.728882,1
VAS,Central,Belgaum,Belgaum,Karnataka,South,15.860585,74.497064,1
GGH,East,Varanasi,Varanasi,Uttar Pradesh,North,25.310532,82.968804,1
LIF,East,Gandhinagar,Gandhinagar,Gujarat,West,23.204892,72.630466,1
TUG,East,Warangal,Warangal Urban,Telangana,South,17.970832,79.581754,1
ZRA,North,Kohima,Kohima,Nagaland,Northeast,25.67466,94.122196,1
XYP,North,Anand,Anand,Gujarat,West,22.564796,72.944719,1
XEU,East,Raipur,Raipur,Chhattisgarh,Central,21.243691,81.622445,1
UBL,South,Gandhinagar,Gandhinagar,Gujarat,West,23.20073,72.649166,1
WCR,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519896,87.299529,1
PPL,East,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.163522,80.290158,1
VDR,North,Muzaffarpur,Muzaffarpur,Bihar,East,26.119115,85.379288,1
IWP,South,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.435766,80.343775,1
ABO,South,Mysore,Mysuru,Karnataka,South,12.276421,76.641237,1
CMS,South,Amravati,Amravati,Maharashtra,West,20.918833,77.778289,1
ITL,South,Loni,Ghaziabad,Uttar Pradesh,North,28.723738,77.287471,1
MUC,South,Loni,Ghaziabad,Uttar Pradesh,North,28.723987,77.287254,1
CVD,East,Margao,South Goa,Goa,West,15.284185,73.9756,1
LUM,North,Margao,South Goa,Goa,West,15.28178,74.000316,1
MZT,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.522339,87.302546,1
IFH,South,Rohtak,Rohtak,Haryana,North,28.878731,76.604642,1
EBB,East,Anantapur,Anantapur,Andhra Pradesh,South,14.681888,77.588477,1
INR,North,Mathura,Mathura,Uttar Pradesh,North,27.491208,77.687643,1
ETA,Central,Kohima,Kohima,Nagaland,Northeast,25.686327,94.109652,1
ITQ,South,Dhule,Dhule,Maharashtra,West,20.888137,74.773423,1
MEP,South,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.167376,79.996699,1
XHI,Central,Jammu,Jammu,Jammu and Kashmir,North,32.739269,74.857065,1
QCR,East,Dhule,Dhule,Maharashtra,West,20.905233,74.764832,1
BHM,South,Bidar,Bidar,Karnataka,South,17.896225,77.529399,1
DDF,Cyber City,Gurgaon,Gurugram,Haryana,North,28.469366,77.026004,1
AAU,South,Karaikudi,Sivaganga,Tamil Nadu,South,10.052133,78.776069,1
PER,East,Dharamshala,Kangra,Himachal Pradesh,North,32.217088,76.310985,1
GEN,Central,Ambala,Ambala,Haryana,North,30.388289,76.776261,1
BGP,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.50239,87.313215,1
YWS,DLF Phase 1,Gurgaon,Gurugram,Haryana,North,28.464944,77.038549,1
CBG,Doranda,Ranchi,Ranchi,Jharkhand,East,23.35014,85.321672,1
VWM,South,Allahabad,Prayagraj,Uttar Pradesh,North,25.420917,81.85527,1
KTL,South,Dhule,Dhule,Maharashtra,West,20.887875,74.775566,1
HCV,East,Loni,Ghaziabad,Uttar Pradesh,North,28.740315,77.278328,1
HTL,North,Agartala,West Tripura,Tripura,Northeast,23.832749,91.302254,1
DFJ,East,Kohima,Kohima,Nagaland,Northeast,25.675214,94.097756,1
BOH,North,Agartala,West Tripura,Tripura,Northeast,23.829617,91.300406,1
CFE,South,Shahjahanpur,Shahjahanpur,Uttar Pradesh,North,27.861874,79.910845,1
COG,Dwaraka Nagar,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.693253,83.229975,1
SML,South,Ajmer,Ajmer,Rajasthan,North,26.43018,74.639384,1
KSH,Bypass Road,Madurai,Madurai,Tamil Nadu,South,9.918653,78.1059,1
BMU,Five Roads,Salem,Salem,Tamil Nadu,South,11.674883,78.144757,1
SID,East,Aligarh,Aligarh,Uttar Pradesh,North,27.897812,78.076704,1
HIP,East,Dhule,Dhule,Maharashtra,West,20.904698,74.762384,1
DUU,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520543,87.328104,1
HBP,Central,Dhule,Dhule,Maharashtra,West,20.913542,74.7768,1
TMF,Bariatu,Ranchi,Ranchi,Jharkhand,East,23.335044,85.297187,1
HKJ,North,Warangal,Warangal Urban,Telangana,South,17.969218,79.606613,1
DWE,South,Aizawl,Aizawl,Mizoram,Northeast,23.708377,92.718407,1
SPK,North,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.455675,80.346598,1
KSV,South,Warangal,Warangal Urban,Telangana,South,17.949371,79.592185,1
PXA,North,Bhilwara,Bhilwara,Rajasthan,North,25.348063,74.65205,1
ZDE,NIT,Faridabad,Faridabad,Haryana,North,28.417897,77.318723,1
SDC,East,Dhule,Dhule,Maharashtra,West,20.905195,74.765004,1
WNE,Central,Firozabad,Firozabad,Uttar Pradesh,North,27.170461,78.397299,1
ZEA,Adajan,Surat,Surat,Gujarat,West,21.179697,72.829744,1
FSN,East,Ratnagiri,Ratnagiri,Maharashtra,West,16.995422,73.288846,1
DNP,Mangalam Road,Tiruppur,Tiruppur,Tamil Nadu,South,11.107972,77.356281,1
MTZ,South,Thrissur,Thrissur,Kerala,South,10.508327,76.212892,1
OSF,South,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.165326,79.996328,1
VPA,North,Bhuj,Kutch,Gujarat,West,23.252065,69.685682,1
IKP,East,Dhule,Dhule,Maharashtra,West,20.905272,74.763402,1
RWO,Manjalpur,Vadodara,Vadodara,Gujarat,West,22.315813,73.165984,1
FUN,North,Maheshtala,South 24 Parganas,West Bengal,East,22.511648,88.261973,1
VLK,South,Shahjahanpur,Shahjahanpur,Uttar Pradesh,North,27.864557,79.910357,1
AGF,East,Belgaum,Belgaum,Karnataka,South,15.848452,74.4867,1
EBC,North,Dhule,Dhule,Maharashtra,West,20.903674,74.790906,1
RCB,South,Kohima,Kohima,Nagaland,Northeast,25.656261,94.109412,1
EGD,Central,Ajmer,Ajmer,Rajasthan,North,26.462211,74.64093,1
JDL,Central,Thrissur,Thrissur,Kerala,South,10.538092,76.213219,1
EEL,South,Pathankot,Pathankot,Punjab,North,32.254874,75.653982,1
MBO,Central,Dhule,Dhule,Maharashtra,West,20.913326,74.774251,1
ZNP,Juhu,Mumbai,Mumbai,Maharashtra,West,19.080509,72.861653,1
GVP,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521542,87.327516,1
EKT,Central,Maheshtala,South 24 Parganas,West Bengal,East,22.520232,88.246722,1
NEM,South,Satara,Satara,Maharashtra,West,17.662589,74.017545,1
DXF,South,Nadiad,Kheda,Gujarat,West,22.676053,72.864789,1
OKG,East,Port Blair,Cuddalore,Tamil Nadu,South,11.747894,79.760618,1
OSD,North,Jammu,Jammu,Jammu and Kashmir,North,32.726688,74.871773,1
ELT,South,Loni,Ghaziabad,Uttar Pradesh,North,28.72339,77.28856,1
NPQ,Borivali,Mumbai,Mumbai,Maharashtra,West,19.058419,72.876453,1
DXN,North,Mathura,Mathura,Uttar Pradesh,North,27.493556,77.68968,1
CEP,South,Dhanbad,Dhanbad,Jharkhand,East,23.783098,86.442252,1
PXN,Central,Davanagere,Davanagere,Karnataka,South,14.475111,75.923046,1
AGV,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519957,87.300355,1
NBQ,South,Kolhapur,Kolhapur,Maharashtra,West,16.6853,74.243191,1
AIV,East,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.44051,80.327455,1
DNX,East,Pathankot,Pathankot,Punjab,North,32.274247,75.641605,1
STN,East,Aurangabad,Aurangabad,Maharashtra,West,19.866248,75.33523,1
MSS,Central,Kohima,Kohima,Nagaland,Northeast,25.68382,94.108187,1
BLZ,East,Bilaspur,Bilaspur,Chhattisgarh,Central,22.078852,82.127244,1
PWH,East,Gwalior,Gwalior,Madhya Pradesh,Central,26.211385,78.174962,1
MBS,East,Imphal,Imphal West,Manipur,Northeast,24.816908,93.926992,1
HYI,South,Varanasi,Varanasi,Uttar Pradesh,North,25.301296,82.985167,1
BAW,Central,Shillong,East Khasi Hills,Meghalaya,Northeast,25.590922,91.893234,1
FRT,East,Silchar,Cachar,Assam,Northeast,24.831584,92.76914,1
WOO,East,Pathankot,Pathankot,Punjab,North,32.274332,75.640801,1
RTL,West,Dehradun,Dehradun,Uttarakhand,North,30.322076,78.016899,1
SDW,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530318,87.312195,1
NTM,East,Varanasi,Varanasi,Uttar Pradesh,North,25.308002,82.966459,1
FON,North,Asansol,Paschim Bardhaman,West Bengal,East,23.67338,86.967543,1
KZS,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.519641,87.325145,1
NKW,Central,Kozhikode,Kozhikode,Kerala,South,11.270796,75.78165,1
SUA,East,Jalandhar,Jalandhar,Punjab,North,31.326013,75.567378,1
XLA,Sector 62,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.541704,77.402756,1
BZA,South,Anand,Anand,Gujarat,West,22.546691,72.926917,1
EXS,South,Yamunanagar,Yamunanagar,Haryana,North,30.111209,77.266141,1
TMY,South,Margao,South Goa,Goa,West,15.266134,73.987607,1
RHW,North,Dharamshala,Kangra,Himachal Pradesh,North,32.220544,76.339246,1
PZP,East,Maheshtala,South 24 Parganas,West Bengal,East,22.510741,88.237295,1
RLS,East,Ajmer,Ajmer,Rajasthan,North,26.44992,74.627939,1
YYG,East,Bhiwandi,Thane,Maharashtra,West,19.301002,73.050926,1
GFD,South,Bhuj,Kutch,Gujarat,West,23.2366,69.669047,1
PQZ,North,Amravati,Amravati,Maharashtra,West,20.936119,77.794199,1
AEI,Central,Solapur,Solapur,Maharashtra,West,17.672616,75.907314,1
AVC,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532948,87.312482,1
BPE,TT Nagar,Bhopal,Bhopal,Madhya Pradesh,Central,23.249313,77.429412,1
NOO,North,Port Blair,Cuddalore,Tamil Nadu,South,11.74651,79.783983,1
HOD,Central,Warangal,Warangal Urban,Telangana,South,17.978683,79.594734,1
AHN,City Light,Surat,Surat,Gujarat,West,21.161869,72.84853,1
DCL,South,Guntur,Guntur,Andhra Pradesh,South,16.287403,80.436633,1
OGG,East,Satara,Satara,Maharashtra,West,17.68111,74.007918,1
NEI,Central,Kalyan,Thane,Maharashtra,West,19.255394,73.134737,1
LVC,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530886,87.313175,1
LTE,North,Nellore,Nellore,Andhra Pradesh,South,14.441701,80.000711,1
CVG,East,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.161859,80.290475,1
VBN,East,Raipur,Raipur,Chhattisgarh,Central,21.241336,81.622261,1
UMH,North,Port Blair,Cuddalore,Tamil Nadu,South,11.74723,79.783966,1
FZO,Central,Ambattur,Tiruvallur,Tamil Nadu,South,13.110426,80.159549,1
LSK,North,Panaji,North Goa,Goa,West,15.48929,73.840529,1
JOK,Central,Rajkot,Rajkot,Gujarat,West,22.313372,70.800919,1
TSY,West,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.185399,79.971037,1
GCS,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.276807,76.638891,1
PBB,Central,Jalandhar,Jalandhar,Punjab,North,31.335443,75.576174,1
WNM,Cantonment,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,South,10.802527,78.703943,1
FEV,Central,Shimla,Shimla,Himachal Pradesh,North,31.115221,77.171752,1
NCX,Saibaba Colony,Coimbatore,Coimbatore,Tamil Nadu,South,11.02284,76.966341,1
LVH,South,Akola,Akola,Maharashtra,West,20.681206,77.008535,1
HOJ,Aashiana,Lucknow,Lucknow,Uttar Pradesh,North,26.845353,80.934879,1
REC,Nerul,Navi Mumbai,Thane,Maharashtra,West,19.024914,73.043405,1
WOA,South,Kota,Kota,Rajasthan,North,25.19891,75.874822,1
BHP,South,Rohtak,Rohtak,Haryana,North,28.875756,76.605384,1
DNQ,East,Dharamshala,Kangra,Himachal Pradesh,North,32.219522,76.314384,1
JFP,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529712,87.310374,1
JYR,North,Bareilly,Bareilly,Uttar Pradesh,North,28.36608,79.445425,1
OJL,East,Aizawl,Aizawl,Mizoram,Northeast,23.728822,92.70863,1
NQS,VV Mohalla,Mysuru,Mysuru,Karnataka,South,12.306578,76.640671,1
QSL,East,Agartala,West Tripura,Tripura,Northeast,23.829536,91.276497,1
JPO,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521945,87.300505,1
LRS,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521422,87.30197,1
NQN,Gokulam,Mysuru,Mysuru,Karnataka,South,12.297068,76.652171,1
DAM,Sayajigunj,Vadodara,Vadodara,Gujarat,West,22.315803,73.193768,1
UGS,North,Kalyan,Thane,Maharashtra,West,19.249462,73.150316,1
LAJ,Central,Aizawl,Aizawl,Mizoram,Northeast,23.738708,92.716562,1
TTT,East,Loni,Ghaziabad,Uttar Pradesh,North,28.738769,77.277389,1
PMW,North,Dehradun,Dehradun,Uttarakhand,North,30.322894,78.04445,1
JAM,East,Allahabad,Prayagraj,Uttar Pradesh,North,25.425579,81.838478,1
HFX,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.27822,76.639799,1
IUD,South,Thrissur,Thrissur,Kerala,South,10.507641,76.214666,1
BNG,DLF Phase 1,Gurgaon,Gurugram,Haryana,North,28.468574,77.040221,1
GAN,Dadar,Mumbai,Mumbai,Maharashtra,West,19.082058,72.893263,1
NCE,Sector 22,Chandigarh,Chandigarh,Chandigarh,North,30.724097,76.796173,1
BHN,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.520927,87.30266,1
FBT,East,Rohtak,Rohtak,Haryana,North,28.894008,76.593871,1
HWK,Central,Aizawl,Aizawl,Mizoram,Northeast,23.738051,92.716853,1
WSB,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.681047,86.153094,1
SNH,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681259,77.614331,1
SOG,Sector 22,Chandigarh,Chandigarh,Chandigarh,North,30.725749,76.795434,1
IIS,South,Belgaum,Belgaum,Karnataka,South,15.830992,74.496141,1
VEG,South,Solapur,Solapur,Maharashtra,West,17.641013,75.90587,1
LWA,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.749795,77.290988,1
HUI,South,Gangtok,East Sikkim,Sikkim,Northeast,27.320457,88.605674,1
TES,South,Latur,Latur,Maharashtra,West,18.390981,76.562056,1
BQB,South,Jammu,Jammu,Jammu and Kashmir,North,32.707663,74.855277,1
MPW,East,Bhiwandi,Thane,Maharashtra,West,19.301138,73.054276,1
RUV,South,Rourkela,Sundargarh,Odisha,East,22.242265,84.852438,1
NSG,Central,Rohtak,Rohtak,Haryana,North,28.906807,76.604679,1
RQS,Central,Ludhiana,Ludhiana,Punjab,North,30.912657,75.857684,1
CIC,North,Firozabad,Firozabad,Uttar Pradesh,North,27.159475,78.411318,1
YPO,Central,Dibrugarh,Dibrugarh,Assam,Northeast,27.484,94.91345,1
VRJ,South,Anantapur,Anantapur,Andhra Pradesh,South,14.664232,77.599363,1
XVW,Central,Kalyan,Thane,Maharashtra,West,19.256262,73.137418,1
VER,South,Howrah,Howrah,West Bengal,East,22.581269,88.275563,1
RYO,East,Anand,Anand,Gujarat,West,22.563882,72.919371,1
DHM,North,Jammu,Jammu,Jammu and Kashmir,North,32.725585,74.87171,1
XHE,Central,Udaipur,Udaipur,Rajasthan,North,24.597377,73.711539,1
IFS,East,Korba,Korba,Chhattisgarh,Central,22.36076,82.741112,1
SSE,Fort Kochi,Kochi,Ernakulam,Kerala,South,9.93828,76.28158,1
YNP,East,Imphal,Imphal West,Manipur,Northeast,24.815316,93.924716,1
WRL,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.750749,77.28726,1
MWV,North,Kota,Kota,Rajasthan,North,25.219796,75.879643,1
JZS,East,Dhule,Dhule,Maharashtra,West,20.903864,74.76358,1
SSA,Central,Kohima,Kohima,Nagaland,Northeast,25.685381,94.109374,1
JDO,North,Dhule,Dhule,Maharashtra,West,20.904815,74.788722,1
RWS,Central,Jhansi,Jhansi,Uttar Pradesh,North,25.459167,78.568687,1
GEW,South,Solapur,Solapur,Maharashtra,West,17.643861,75.904479,1
BGD,Bondel,Mangalore,Dakshina Kannada,Karnataka,South,12.907316,74.843027,1
VDZ,South,Loni,Ghaziabad,Uttar Pradesh,North,28.721542,77.29086,1
ZRV,South,Kohima,Kohima,Nagaland,Northeast,25.658278,94.110462,1
XGP,South,Dhule,Dhule,Maharashtra,West,20.887945,74.773567,1
GMT,City Light,Surat,Surat,Gujarat,West,21.161304,72.845257,1
CTP,South,Panipat,Panipat,Haryana,North,29.372462,76.963417,1
OBI,Piplod,Surat,Surat,Gujarat,West,21.163249,72.817201,1
EAR,Central,Mira-Bhayandar,Thane,Maharashtra,West,19.305416,72.856371,1
UUI,Central,Bhagalpur,Bhagalpur,Bihar,East,25.25278,86.983564,1
HLS,North,Junagadh,Junagadh,Gujarat,West,21.523646,70.473813,1
FYI,North,Firozabad,Firozabad,Uttar Pradesh,North,27.157981,78.40894,1
MAX,East,Brahmapur,Ganjam,Odisha,East,19.31435,84.781353,1
SZM,South,Kohima,Kohima,Nagaland,Northeast,25.658495,94.106705,1
XEA,South,Maheshtala,South 24 Parganas,West Bengal,East,22.492191,88.249183,1
KMB,North,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.18429,80.000251,1
PGS,South,Jalandhar,Jalandhar,Punjab,North,31.308512,75.574703,1
VSD,Central,Anand,Anand,Gujarat,West,22.575201,72.928305,1
RSY,East,Rajahmundry,East Godavari,Andhra Pradesh,South,17.001473,81.79208,1
PVX,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529397,87.310885,1
DME,East,Siliguri,Darjeeling,West Bengal,East,26.728122,88.385647,1
USS,Bandra,Mumbai,Mumbai,Maharashtra,West,19.088209,72.875828,1
WVO,East,Puducherry,Puducherry,Puducherry,South,11.941147,79.79879,1
HSE,North,Jammu,Jammu,Jammu and Kashmir,North,32.727732,74.871561,1
APW,Central,Bikaner,Bikaner,Rajasthan,North,28.033898,73.31266,1
BSA,East,Maheshtala,South 24 Parganas,West Bengal,East,22.508666,88.237209,1
FFP,North,Akola,Akola,Maharashtra,West,20.69982,77.022086,1
QLA,Central,Bhagalpur,Bhagalpur,Bihar,East,25.254407,86.983636,1
MHU,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521716,87.299235,1
VXG,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.5202,87.299956,1
ESB,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.520888,87.299774,1
JZM,East,Dhule,Dhule,Maharashtra,West,20.905389,74.76536,1
PFP,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.691977,77.599336,1
LBD,South,Kalyan,Thane,Maharashtra,West,19.229261,73.147849,1
WCL,North,Ulhasnagar,Thane,Maharashtra,West,19.221382,73.177297,1
ZCL,West,Meerut,Meerut,Uttar Pradesh,North,28.990571,77.693197,1
ANO,Central,Saharanpur,Saharanpur,Uttar Pradesh,North,29.978892,77.553322,1
KNM,Central,Patiala,Patiala,Punjab,North,30.350459,76.3884,1
BKU,North,Ulhasnagar,Thane,Maharashtra,West,19.222503,73.180233,1
ITC,Central,Ujjain,Ujjain,Madhya Pradesh,Central,23.187456,75.787804,1
NAP,South,Dehradun,Dehradun,Uttarakhand,North,30.302806,78.042386,1
XNR,Central,Dhule,Dhule,Maharashtra,West,20.913249,74.774561,1
AUG,South,Loni,Ghaziabad,Uttar Pradesh,North,28.720627,77.289181,1
PHM,South,Tinsukia,Tinsukia,Assam,Northeast,27.469527,95.361546,1
AHV,Vashi,Navi Mumbai,Thane,Maharashtra,West,19.043801,73.028326,1
GCC,Gokulam,Mysuru,Mysuru,Karnataka,South,12.295384,76.653598,1
LTO,Juhu,Mumbai,Mumbai,Maharashtra,West,19.080736,72.858773,1
VLI,North,Jalandhar,Jalandhar,Punjab,North,31.327702,75.591727,1
SLJ,East,Brahmapur,Ganjam,Odisha,East,19.313044,84.783614,1
NLX,Pendurthi,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.697775,83.201801,1
BOY,Central,Agartala,West Tripura,Tripura,Northeast,23.840619,91.286916,1
PRP,East,Aligarh,Aligarh,Uttar Pradesh,North,27.895753,78.076315,1
LWO,South,Panipat,Panipat,Haryana,North,29.373888,76.964109,1
AVY,MG Road,Gurgaon,Gurugram,Haryana,North,28.448099,77.026234,1
FOC,North,Ratnagiri,Ratnagiri,Maharashtra,West,16.993245,73.315222,1
MSN,South,Moradabad,Moradabad,Uttar Pradesh,North,28.821804,78.776866,1
VKJ,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.693443,77.599029,1
XWI,East,Gandhinagar,Gandhinagar,Gujarat,West,23.204982,72.629043,1
SXY,Central,Gwalior,Gwalior,Madhya Pradesh,Central,26.229203,78.181472,1
JON,Gandhi Nagar,Vellore,Vellore,Tamil Nadu,South,12.918331,79.146147,1
SUY,South,Jodhpur,Jodhpur,Rajasthan,North,26.222754,73.033172,1
HLC,East,Warangal,Warangal Urban,Telangana,South,17.968614,79.582797,1
GEH,Central,Belgaum,Belgaum,Karnataka,South,15.861918,74.498514,1
HWI,South,Aligarh,Aligarh,Uttar Pradesh,North,27.881346,78.088387,1
RPN,Central,Amritsar,Amritsar,Punjab,North,31.642988,74.872692,1
TYR,North,Tinsukia,Tinsukia,Assam,Northeast,27.488449,95.374833,1
NPN,Central,Mathura,Mathura,Uttar Pradesh,North,27.503508,77.672473,1
BTN,Industrial Area,Chandigarh,Chandigarh,Chandigarh,North,30.743291,76.764453,1
VSC,Panvel,Navi Mumbai,Thane,Maharashtra,West,19.024108,73.017026,1
NRB,North,Firozabad,Firozabad,Uttar Pradesh,North,27.159593,78.408922,1
RCV,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.52105,87.300421,1
FED,North,Nellore,Nellore,Andhra Pradesh,South,14.44226,79.999407,1
RAZ,Goregaon,Mumbai,Mumbai,Maharashtra,West,19.072766,72.86541,1
NUB,Central,Dhule,Dhule,Maharashtra,West,20.91592,74.773739,1
XGE,Manpada,Thane,Thane,Maharashtra,West,19.210777,72.963899,1
MXF,North,Jalgaon,Jalgaon,Maharashtra,West,21.006171,75.575134,1
YFN,North,Avadi,Tiruvallur,Tamil Nadu,South,13.115035,80.122881,1
QQL,East,Jalandhar,Jalandhar,Punjab,North,31.327202,75.56529,1
YEL,North,Avadi,Tiruvallur,Tamil Nadu,South,13.115598,80.122458,1
ROB,East,Jodhpur,Jodhpur,Rajasthan,North,26.230619,73.018886,1
LTY,South,Amravati,Amravati,Maharashtra,West,20.918994,77.779044,1
WDP,Central,Agartala,West Tripura,Tripura,Northeast,23.842843,91.288289,1
HIN,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.681316,86.151843,1
LIY,Sector 22,Chandigarh,Chandigarh,Chandigarh,North,30.723031,76.7949,1
VKS,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.691219,77.60165,1
XLT,West,Varanasi,Varanasi,Uttar Pradesh,North,25.323667,82.961608,1
YBP,East,Brahmapur,Ganjam,Odisha,East,19.314308,84.781354,1
TQA,Palayamkottai,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.696604,77.756355,1
SNJ,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681338,77.614398,1
DXP,Srirangam,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,South,10.788995,78.718518,1
MEX,South,Agartala,West Tripura,Tripura,Northeast,23.811559,91.286702,1
NLD,South,Jalandhar,Jalandhar,Punjab,North,31.308831,75.577513,1
HDF,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.027761,76.957173,1
SOM,South,Loni,Ghaziabad,Uttar Pradesh,North,28.722924,77.287705,1
AGS,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.530832,87.311387,1
AOP,South,Rajahmundry,East Godavari,Andhra Pradesh,South,16.982883,81.804106,1
SKM,Mangalam Road,Tiruppur,Tiruppur,Tamil Nadu,South,11.107814,77.356428,1
CIR,South,Gwalior,Gwalior,Madhya Pradesh,Central,26.203206,78.191488,1
TRP,North,Belgaum,Belgaum,Karnataka,South,15.84954,74.510383,1
WOZ,East,Hisar,Hisar,Haryana,North,29.148988,75.709919,1
VJN,Mahanagar,Lucknow,Lucknow,Uttar Pradesh,North,26.835266,80.934021,1
BRI,East,Aizawl,Aizawl,Mizoram,Northeast,23.727304,92.70669,1
XPL,Sector 76,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.524455,77.390338,1
UMP,Bandra,Mumbai,Mumbai,Maharashtra,West,19.087866,72.87764,1
PFC,South,Anantapur,Anantapur,Andhra Pradesh,South,14.665502,77.601861,1
HAS,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519292,87.300167,1
UHV,North,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.46588,78.839628,1
